fecha,86F7,23E2,9735,8585,82E2,FB8A,9A05,3FB0,9B06,7B17,76B3,A54A,0E5B,9148,A528,77CA,C146,853B,4B0E,82B2,8E36,BF25,9B5A,79CB,8CD4,7F8E,D5D4,6BAC,D720,883B
21-1-2020 22:16,27,26.5,26.5,26.5,27.5,27,27,27,27.5,27,27,27.5,27.5,27,27,27,28,27.5,27.5,28,27,27.5,27.5,27.5,27.5,27.5,28,27.5,27.5,25.5
21-1-2020 22:21,26.5,26.5,26.5,26.5,27.5,27,27,27,27.5,27,27,27.5,27.5,27,27,27,28,27.5,27.5,28,27,27.5,27.5,27.5,27.5,27.5,28,27.5,27.5,25.5
21-1-2020 22:26,26.5,26.5,26.5,26.5,27.5,27,27,27,27.5,27,27,27.5,27.5,27,27,27,28,27.5,27.5,28,27,27.5,27.5,27.5,27.5,27.5,28,27.5,27.5,25
21-1-2020 22:31,26.5,26.5,26.5,26.5,27.5,27,27,27,27.5,27,27,27.5,27.5,27,27,27,27.5,27.5,27.5,27.5,27,27.5,27.5,27.5,27.5,27.5,28,27.5,27.5,25
21-1-2020 22:36,26.5,26.5,26.5,26.5,27.5,27,27,27,27.5,27,27,27.5,27.5,27,27,27,28,27.5,27.5,27.5,27,27.5,27,27.5,27.5,27.5,28,27.5,27.5,25
21-1-2020 22:41,26.5,26.5,26.5,26.5,27.5,27,27,27,27.5,27,27,27.5,27.5,27,27,27,27.5,27,27.5,27.5,27,27.5,27,27.5,27.5,27,28,27.5,27.5,25
21-1-2020 22:46,26.5,26.5,26.5,26.5,27.5,26.5,27,27,27.5,27,27,27.5,27.5,27,27,27,27.5,27,27.5,27.5,27,27.5,27,27.5,27.5,27,28,27.5,27,25
21-1-2020 22:51,26.5,26.5,26.5,26.5,27.5,26.5,27,27,27.5,27,27,27,27.5,26.5,27,27,27.5,27,27.5,27.5,27,27.5,27,27,27.5,27,28,27.5,27,24.5
21-1-2020 22:56,26.5,26.5,26.5,26.5,27.5,26.5,27,27,27.5,27,27,27,27.5,26.5,27,27,27.5,27,27.5,27.5,27,27.5,27,27,27.5,27,27.5,27.5,27,24.5
21-1-2020 23:01,26.5,26.5,26.5,26.5,27.5,26.5,27,27,27.5,27,27,27,27.5,26.5,27,27,27.5,27,27.5,27.5,27,27.5,27,27,27,27,27.5,27.5,27,24.5
21-1-2020 23:06,26.5,26.5,26.5,26.5,27.5,26.5,27,27,27.5,27,27,27,27.5,26.5,27,27,27.5,27,27.5,27.5,27,27.5,27,27,27,27,27.5,27.5,27,24.5
21-1-2020 23:11,26.5,26.5,26.5,26.5,27.5,26.5,27,27,27.5,27,27,27,27.5,26.5,27,27,27.5,27,27.5,27.5,27,27.5,27,27,27,27,27.5,27.5,27,24.5
21-1-2020 23:16,26.5,26.5,26.5,26.5,27.5,26.5,27,26.5,27.5,27,27,27,27.5,26.5,27,27,27.5,27,27,27.5,27,27,27,27,27,27,27.5,27.5,27,24
21-1-2020 23:21,26.5,26.5,26.5,26.5,27.5,26.5,27,26.5,27.5,27,26.5,27,27.5,26.5,27,27,27.5,27,27,27.5,27,27,27,27,27,27,27.5,27.5,27,24
21-1-2020 23:26,26.5,26.5,26,26.5,27.5,26.5,27,26.5,27,27,26.5,27,27.5,26.5,27,27,27.5,27,27,27.5,27,27,27,27,27,27,27.5,27.5,27,24
21-1-2020 23:31,26.5,26.5,26,26.5,27.5,26.5,27,26.5,27,26.5,26.5,27,27.5,26.5,26.5,27,27.5,27,27,27.5,27,27,27,27,27,27,27.5,27.5,27,24
21-1-2020 23:36,26.5,26.5,26,26.5,27.5,26.5,27,26.5,27,26.5,26.5,27,27.5,26.5,26.5,27,27.5,27,27,27.5,27,27,27,27,27,27,27.5,27.5,27,24
21-1-2020 23:41,26.5,26.5,26,26.5,27.5,26.5,27,26.5,27,26.5,26.5,27,27.5,26.5,26.5,27,27.5,27,27,27.5,27,27,27,27,27,27,27.5,27.5,27,24
21-1-2020 23:46,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,27,27,26.5,26.5,27,27.5,27,27,27,27,27,27,27,27,27,27.5,27.5,27,23.5
21-1-2020 23:51,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,27,27,26.5,26.5,27,27.5,27,27,27,26.5,27,27,27,27,27,27.5,27.5,27,23.5
21-1-2020 23:56,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,27,27,26.5,26.5,26.5,27.5,27,27,27,26.5,27,27,27,27,27,27.5,27.5,27,23.5
22-1-2020 0:01,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,27,27,26.5,26.5,26.5,27.5,27,27,27,26.5,27,26.5,27,27,27,27,27.5,27,23.5
22-1-2020 0:06,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,27,27,26.5,26.5,26.5,27.5,27,27,27,26.5,27,26.5,27,27,27,27,27,27,23.5
22-1-2020 0:11,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27.5,26.5,27,27,26.5,27,26.5,27,27,26.5,27,27,27,23.5
22-1-2020 0:16,26.5,26.5,26,26,27,26.5,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27.5,26.5,27,27,26.5,27,26.5,27,27,26.5,27,27,27,23.5
22-1-2020 0:21,26.5,26.5,26,26.5,27,26.5,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27.5,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,27,23.5
22-1-2020 0:26,26.5,26.5,26,26,27,26.5,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,27,23
22-1-2020 0:31,26.5,26.5,26,26,27,26.5,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,23
22-1-2020 0:36,26.5,26.5,26,26,27,26.5,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,23
22-1-2020 0:41,26.5,26.5,26,26,27,26,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22.5
22-1-2020 0:46,26,26.5,26,26,27,26,27,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22.5
22-1-2020 0:51,26,26.5,26,26,27,26,26.5,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22.5
22-1-2020 0:56,26,26.5,26,26,27,26,26.5,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22.5
22-1-2020 1:01,26,26,26,26,27,26,26.5,26.5,27,26.5,26.5,26.5,27,26.5,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22.5
22-1-2020 1:06,26,26.5,26,26,27,26,26.5,26.5,27,26.5,26.5,26.5,27,26,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22.5
22-1-2020 1:11,26,26,26,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,27,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22
22-1-2020 1:16,26,26,26,26,27,26,26.5,26,27,26.5,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,27,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22
22-1-2020 1:21,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,27,26.5,26.5,27,26.5,26.5,26.5,26.5,27,27,26.5,22
22-1-2020 1:26,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26.5,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 1:31,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26.5,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 1:36,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26.5,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 1:41,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26.5,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 1:46,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26.5,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 1:51,26,26,25.5,26,26.5,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26.5,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 1:56,26,26,25.5,26,27,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 2:01,26,26,25.5,26,26.5,26,26.5,26,27,26,26.5,26.5,27,26,26.5,26.5,27,26.5,26.5,26.5,26.5,27,26,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 2:06,26,26,25.5,26,27,26,26.5,26,27,26,26,26.5,27,26,26,26.5,27,26.5,26.5,26.5,26.5,27,26,26.5,26.5,26.5,26.5,27,26.5,22
22-1-2020 2:11,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,27,26,26,26.5,27,26.5,26.5,26.5,26.5,26.5,26,26,26.5,26.5,26.5,27,26.5,22
22-1-2020 2:16,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26.5,27,26.5,26.5,26.5,26.5,27,26,26,26.5,26.5,26.5,27,26.5,22
22-1-2020 2:21,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,27,26,26,26.5,27,26,26.5,26.5,26.5,26.5,26,26,26,26.5,26.5,27,26.5,22
22-1-2020 2:26,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,27,26,26.5,26.5,26.5,26.5,26,26,26,26,26.5,26.5,26.5,22
22-1-2020 2:31,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,27,26,26.5,26.5,26,26.5,26,26,26,26,26.5,27,26.5,22
22-1-2020 2:36,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,27,26,26.5,26.5,26.5,26.5,26,26,26,26,26.5,26.5,26.5,22
22-1-2020 2:41,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,27,26,26.5,26.5,26,26.5,26,26,26,26,26.5,27,26.5,21.5
22-1-2020 2:46,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,27,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 2:51,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,27,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 2:56,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 3:01,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 3:06,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 3:11,26,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 3:16,25.5,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26.5,26.5,26.5,21.5
22-1-2020 3:21,25.5,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26,26.5,26,21
22-1-2020 3:26,25.5,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26.5,26,26.5,26,26,26,26,26,26.5,26,21
22-1-2020 3:31,25.5,26,25.5,26,26.5,26,26.5,26,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,21
22-1-2020 3:36,25.5,26,25.5,26,26.5,26,26.5,25.5,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20.5
22-1-2020 3:41,25.5,26,25.5,26,26.5,26,26.5,25.5,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20.5
22-1-2020 3:46,25.5,26,25.5,26,26.5,26,26.5,25.5,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20.5
22-1-2020 3:51,25.5,26,25.5,26,26.5,26,26.5,25.5,26.5,26,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20
22-1-2020 3:56,25.5,25.5,25.5,26,26.5,25.5,26.5,25.5,26.5,25.5,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20
22-1-2020 4:01,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20
22-1-2020 4:06,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,26,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20
22-1-2020 4:11,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,25.5,26.5,26,26,26,26.5,26,26.5,26,26,26.5,26,26,26,26,26,26.5,26,20
22-1-2020 4:16,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,25.5,26.5,26,26,26,26.5,26,26.5,26,26,26.5,25.5,25.5,26,26,26,26.5,26,20
22-1-2020 4:21,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,25.5,26.5,25.5,26,26,26.5,26,26,26,26,26.5,25.5,25.5,26,26,26,26.5,26,20
22-1-2020 4:26,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,25.5,26.5,25.5,26,26,26.5,25.5,26,26,26,26.5,25.5,25.5,25.5,26,26,26.5,26,20
22-1-2020 4:31,25.5,25.5,25,25.5,26.5,25.5,26,25.5,26.5,25.5,26,25.5,26.5,25.5,26,25.5,26.5,25.5,26,26,26,26.5,25.5,25.5,25.5,26,26,26.5,26,20
